timestamp,x,y,z
1527699590660647,0.338867,-0.422852,0.841309
1527699590683649,0.339844,-0.427246,0.835938
1527699590698650,0.337891,-0.42334,0.835449
1527699590722651,0.340332,-0.433105,0.84082
1527699590743652,0.344727,-0.436035,0.835449
1527699590758653,0.34375,-0.429199,0.826172
1527699590812656,0.341797,-0.425293,0.835449
1527699590814656,0.345703,-0.429688,0.844238
1527699590823657,0.350098,-0.427734,0.835938
1527699590842658,0.350098,-0.42627,0.846191
1527699590864659,0.344238,-0.418457,0.842773
1527699590878660,0.343262,-0.411133,0.847656
1527699590901661,0.342773,-0.406738,0.839355
1527699590938663,0.339844,-0.411133,0.844727
1527699590955664,0.338379,-0.423828,0.84375
1527699590963665,0.339355,-0.422363,0.836914
1527699590983666,0.337891,-0.421875,0.833008
1527699590998667,0.340332,-0.420898,0.833984
1527699591022668,0.345703,-0.419922,0.834473
1527699591043669,0.349609,-0.423828,0.838379
1527699591060670,0.350098,-0.417969,0.834961
1527699591082672,0.348145,-0.419434,0.839355
1527699591103673,0.349121,-0.413086,0.833984
1527699591120674,0.34668,-0.415527,0.833496
1527699591142675,0.346191,-0.41748,0.837891
1527699591163676,0.341797,-0.418457,0.842773
1527699591180677,0.34082,-0.420898,0.843262
1527699591202678,0.338379,-0.42041,0.84375
1527699591223680,0.342285,-0.424316,0.836914
1527699591240681,0.347656,-0.419434,0.837891
1527699591262682,0.349609,-0.413086,0.837402
1527699591283683,0.347656,-0.416504,0.824707
1527699591300684,0.349121,-0.422363,0.841309
1527699591322685,0.351074,-0.418457,0.837891
1527699591343686,0.350098,-0.418945,0.842285
1527699591360687,0.348145,-0.416504,0.838379
1527699591383689,0.346191,-0.415527,0.836914
1527699591403690,0.347168,-0.418457,0.838867
1527699591420691,0.345703,-0.418945,0.837402
1527699591442692,0.344727,-0.426758,0.833984
1527699591463693,0.350586,-0.427246,0.833984
1527699591480694,0.349609,-0.42334,0.83252
1527699591502696,0.347656,-0.422852,0.833496
1527699591523697,0.347656,-0.416992,0.83252
1527699591540698,0.349609,-0.418945,0.838867
1527699591562699,0.347168,-0.423828,0.838867
1527699591583700,0.351563,-0.417969,0.844238
1527699591600701,0.349609,-0.419434,0.838867
1527699591622702,0.351074,-0.416504,0.838379
1527699591643704,0.348145,-0.42041,0.835938
1527699591660705,0.354004,-0.418945,0.830566
1527699591685706,0.351563,-0.415527,0.835449
1527699591705707,0.351074,-0.42041,0.835938
1527699591726708,0.349121,-0.418945,0.830078
1527699591742709,0.351563,-0.423828,0.834961
1527699591765711,0.352539,-0.422852,0.838379
1527699591780711,0.350098,-0.424805,0.831543
1527699591802713,0.35791,-0.415527,0.838379
1527699591825714,0.348145,-0.421387,0.834961
1527699591839715,0.352051,-0.415039,0.833496
1527699591862716,0.351074,-0.416504,0.831543
1527699591885717,0.352539,-0.420898,0.828613
1527699591899718,0.353027,-0.418457,0.837891
1527699591928720,0.352539,-0.415527,0.840332
1527699591945721,0.352539,-0.419922,0.833984
1527699591967722,0.35791,-0.421387,0.835938
1527699591988723,0.356445,-0.421875,0.832031
1527699592005724,0.352051,-0.416992,0.833984
1527699592027726,0.358398,-0.419434,0.828125
1527699592048727,0.355957,-0.418457,0.828613
1527699592065728,0.352539,-0.423828,0.833496
1527699592087729,0.348633,-0.422852,0.836914
1527699592108730,0.350098,-0.419922,0.836426
1527699592125731,0.348633,-0.419434,0.832031
1527699592147732,0.352539,-0.425293,0.838379
1527699592168734,0.356445,-0.420898,0.836914
1527699592192735,0.35498,-0.416504,0.84082
1527699592208736,0.349609,-0.419434,0.838379
1527699592230737,0.349609,-0.418945,0.833008
1527699592246738,0.354492,-0.415039,0.830566
1527699592267739,0.358887,-0.419922,0.831543
1527699592290741,0.351074,-0.41748,0.838867
1527699592305742,0.358887,-0.418945,0.837402
1527699592327743,0.353516,-0.421387,0.839844
1527699592350744,0.350098,-0.420898,0.837891
1527699592364745,0.352051,-0.422852,0.836914
1527699592387746,0.350586,-0.421387,0.83252
1527699592410748,0.347656,-0.419922,0.833984
1527699592424748,0.350098,-0.42041,0.834473
1527699592447750,0.354492,-0.425293,0.837402
1527699592470751,0.353516,-0.423828,0.832031
1527699592484752,0.357422,-0.421875,0.835938
1527699592507753,0.354004,-0.421387,0.834961
1527699592530754,0.350098,-0.419434,0.839844
1527699592544755,0.350098,-0.419922,0.837891
1527699592568757,0.353027,-0.419922,0.836426
1527699592590758,0.350098,-0.424316,0.836914
1527699592604759,0.351563,-0.418945,0.840332
1527699592627760,0.352051,-0.42334,0.844238
1527699592650761,0.352539,-0.424805,0.84668
1527699592664762,0.350586,-0.428223,0.851074
1527699592687763,0.34668,-0.416992,0.845703
1527699592710765,0.352539,-0.419434,0.865723
1527699592731766,0.350586,-0.444336,0.878418
1527699592747767,0.370117,-0.469238,0.904297
1527699592770768,0.381836,-0.476563,0.912109
1527699592791769,0.325684,-0.438477,0.921875
1527699592808770,0.251465,-0.417969,0.964355
1527699592830772,0.30127,-0.384277,1.02002
1527699592851773,0.372559,-0.360352,1.05322
1527699592867774,0.361328,-0.385254,1.07227
1527699592890775,0.32373,-0.503418,1.02734
1527699592911776,0.334961,-0.615723,1.04688
1527699592926777,0.348633,-0.69873,1.12695
1527699592950778,0.267578,-0.68457,1.14209
1527699592971780,0.177734,-0.598633,1.09326
1527699592987781,0.0786133,-0.523926,1.02393
1527699593010782,-0.00683594,-0.498535,0.976563
1527699593031783,-0.0478516,-0.515137,0.943359
1527699593046784,-0.108398,-0.537598,0.879883
1527699593070785,-0.1875,-0.526367,0.779297
1527699593091786,-0.260742,-0.490234,0.723633
1527699593107787,-0.27832,-0.441895,0.695801
1527699593130789,-0.292969,-0.360352,0.641113
1527699593152790,-0.397461,-0.239746,0.574219
1527699593167791,-0.48584,-0.181152,0.552246
1527699593190792,-0.475098,-0.161133,0.528809
1527699593212793,-0.538574,-0.104004,0.476074
1527699593233795,-0.638672,0.0625,0.443848
1527699593250796,-0.679688,0.187012,0.451172
1527699593272797,-0.67627,0.0756836,0.462891
1527699593293798,-0.629395,0.0292969,0.504395
1527699593310799,-0.601563,-0.0410156,0.584473
1527699593332800,-0.573242,-0.208008,0.68457
1527699593353801,-0.562988,-0.325684,0.729492
1527699593370802,-0.578613,-0.26123,0.712891
1527699593392804,-0.641113,-0.154785,0.692871
1527699593413805,-0.699707,-0.177246,0.687988
1527699593430806,-0.720215,-0.179688,0.6875
1527699593452807,-0.723633,-0.104492,0.669434
1527699593466808,-0.71582,-0.0488281,0.683105
1527699593490809,-0.714844,-0.090332,0.696289
1527699593512811,-0.682129,-0.141113,0.736328
1527699593527811,-0.677734,-0.154297,0.724121
1527699593550813,-0.708984,-0.130371,0.711426
1527699593572814,-0.700195,-0.14502,0.703125
1527699593587815,-0.697754,-0.149414,0.703613
1527699593610816,-0.706055,-0.138184,0.685547
1527699593632817,-0.712402,-0.139648,0.685059
