timestamp,x,y,z
1527698640354301,0.261719,-0.404785,0.875977
1527698640378303,0.260742,-0.40332,0.872559
1527698640399304,0.260742,-0.404785,0.879883
1527698640414305,0.260254,-0.404785,0.876465
1527698640438306,0.263184,-0.401855,0.87793
1527698640459307,0.260254,-0.404785,0.877441
1527698640474308,0.262695,-0.408203,0.87793
1527698640513310,0.262695,-0.40918,0.878418
1527698640522311,0.26123,-0.406738,0.880859
1527698640535312,0.262207,-0.404785,0.87793
1527698640558313,0.259766,-0.404785,0.874023
1527698640579314,0.26123,-0.405762,0.870605
1527698640596315,0.258301,-0.407227,0.872559
1527698640639318,0.259277,-0.403809,0.87207
1527698640649318,0.263184,-0.412109,0.878906
1527698640655319,0.259277,-0.407715,0.872559
1527698640677320,0.259277,-0.406738,0.875977
1527698640693321,0.26416,-0.40332,0.873535
1527698640724322,0.261719,-0.405762,0.871582
1527698640738323,0.262695,-0.402832,0.873047
1527698640761325,0.259766,-0.407227,0.87207
1527698640784326,0.262207,-0.408691,0.880371
1527698640798327,0.264648,-0.402344,0.876953
1527698640821328,0.259766,-0.407227,0.874512
1527698640843329,0.258301,-0.40918,0.87207
1527698640858330,0.26123,-0.405762,0.879395
1527698640881331,0.258789,-0.408691,0.883301
1527698640903333,0.253418,-0.411621,0.875488
1527698640920334,0.259766,-0.412109,0.874512
1527698640941335,0.259766,-0.411133,0.875977
1527698640963336,0.258789,-0.410645,0.880371
1527698640978337,0.256348,-0.409668,0.877441
1527698641001338,0.257324,-0.404785,0.866699
1527698641023340,0.259277,-0.408203,0.883789
1527698641045341,0.262207,-0.408691,0.875977
1527698641061342,0.266113,-0.406738,0.878418
1527698641084343,0.255371,-0.407715,0.87793
1527698641105344,0.258789,-0.411133,0.873047
1527698641121345,0.256348,-0.410156,0.875977
1527698641143346,0.260742,-0.408203,0.874512
1527698641165348,0.257813,-0.414063,0.873047
1527698641181349,0.257324,-0.412109,0.869629
1527698641204350,0.260742,-0.414063,0.875977
1527698641224351,0.258301,-0.40918,0.870605
1527698641241352,0.256836,-0.411621,0.87207
1527698641263353,0.261719,-0.415527,0.878418
1527698641285355,0.255859,-0.409668,0.879395
1527698641301356,0.257324,-0.411133,0.875
1527698641324357,0.255859,-0.409668,0.880371
1527698641345358,0.251465,-0.40625,0.881348
1527698641361359,0.254395,-0.418457,0.889648
1527698641384360,0.247559,-0.425293,0.898926
1527698641405361,0.248047,-0.40918,0.917969
1527698641421362,0.234863,-0.40918,0.950195
1527698641443364,0.226074,-0.42627,1.00684
1527698641466365,0.23877,-0.475098,0.98877
1527698641480366,0.280762,-0.394043,0.996094
1527698641503367,0.27832,-0.382813,1.00781
1527698641526368,0.205566,-0.483398,1.04688
1527698641540369,0.145996,-0.640137,1.0752
1527698641564371,0.188965,-0.734375,1.08594
1527698641586372,0.209473,-0.72998,1.09033
1527698641607373,0.150879,-0.684082,1.05518
1527698641630374,0.0581055,-0.629395,1.00879
1527698641647375,-0.00244141,-0.615723,0.986816
1527698641669377,-0.0200195,-0.583008,0.991211
1527698641690378,-0.034668,-0.498535,0.952148
1527698641706379,-0.09375,-0.436523,0.912109
1527698641728380,-0.165527,-0.432129,0.87793
1527698641750381,-0.208496,-0.441895,0.81543
1527698641765382,-0.26709,-0.36084,0.733887
1527698641788383,-0.306641,-0.312988,0.685547
1527698641809385,-0.348633,-0.297852,0.671875
1527698641832386,-0.420898,-0.227051,0.653809
1527698641848387,-0.472168,-0.198242,0.612305
1527698641870388,-0.492188,-0.162109,0.581055
1527698641885389,-0.523438,-0.090332,0.553711
1527698641908390,-0.549316,-0.0273438,0.538574
1527698641929391,-0.599609,0.0317383,0.519043
1527698641945392,-0.658691,0.119629,0.505859
1527698641953393,-0.708984,0.189941,0.510742
1527698641974394,-0.709473,0.170898,0.509277
1527698641996395,-0.630859,0.0380859,0.600586
1527698642013396,-0.639648,-0.0498047,0.630371
1527698642034397,-0.666016,-0.148438,0.696777
1527698642056399,-0.603516,-0.229004,0.757813
1527698642073400,-0.63916,-0.205078,0.76709
1527698642094401,-0.714355,-0.130859,0.713379
1527698642119402,-0.722168,-0.0952148,0.706543
1527698642133403,-0.729004,-0.0874023,0.697266
1527698642154404,-0.764648,-0.050293,0.669922
1527698642176406,-0.737305,-0.0107422,0.672363
1527698642193407,-0.688965,-0.0380859,0.70166
1527698642215408,-0.698242,-0.0844727,0.718262
1527698642236409,-0.726563,-0.0639648,0.698242
1527698642253410,-0.69043,-0.0976563,0.704102
1527698642274411,-0.67334,-0.0991211,0.707031
1527698642296412,-0.698242,-0.0869141,0.680664
1527698642311413,-0.706543,-0.0795898,0.674316
1527698642334415,-0.676758,-0.09375,0.686035
1527698642365416,-0.679688,-0.0834961,0.669922
1527698642371417,-0.69873,-0.0766602,0.668945
1527698642394418,-0.70166,-0.0664063,0.67627
1527698642416419,-0.698242,-0.0761719,0.671387
1527698642433420,-0.684082,-0.0703125,0.65625
1527698642454421,-0.680176,-0.0517578,0.638672
1527698642476423,-0.649902,-0.0546875,0.650879
1527698642491424,-0.617676,-0.0507813,0.645996
1527698642514425,-0.556641,-0.0683594,0.644043
1527698642536426,-0.548828,-0.104492,0.624512
1527698642553427,-0.544922,-0.0708008,0.60498
1527698642574428,-0.546387,-0.0454102,0.572754
1527698642596430,-0.529785,-0.0493164,0.570801
1527698642613431,-0.477051,-0.115234,0.611816
1527698642634432,-0.407227,-0.205566,0.664063
1527698642656433,-0.416992,-0.249512,0.704102
1527698642673434,-0.4375,-0.271973,0.731445
1527698642694435,-0.423828,-0.308594,0.755371
1527698642716436,-0.359863,-0.375,0.808594
1527698642734437,-0.32959,-0.422852,0.859375
1527698642754439,-0.310547,-0.424316,0.802246
1527698642776440,-0.241699,-0.334961,0.85498
1527698642793441,-0.15625,-0.380371,0.896484
1527698642814442,-0.059082,-0.524902,0.987793
1527698642836443,0.0693359,-0.52002,1.0332
1527698642853444,0.125488,-0.359863,1.03125
1527698642874445,0.0517578,-0.241211,0.984375
1527698642896447,-0.0288086,-0.221191,0.941895
1527698642914448,-0.012207,-0.24707,0.901367
1527698642934449,0.0551758,-0.375,0.770996
1527698642956450,0.246094,-0.681152,1.20752
1527698642974451,0.504883,-1.07422,1.61719
1527698642994452,0.65332,-0.827637,1.48096
1527698643016454,0.369141,-0.375977,1.11816
1527698643034455,0.0761719,-0.0576172,0.878906
1527698643054456,0.0375977,-0.0366211,0.804199
1527698643076457,0.17041,-0.355469,0.849609
1527698643094458,0.31543,-0.513672,0.868652
1527698643114459,0.399414,-0.497559,0.864746
1527698643136460,0.361816,-0.411133,0.839844
1527698643154461,0.293457,-0.358887,0.848633
1527698643174463,0.298828,-0.352051,0.86084
1527698643196464,0.32373,-0.371094,0.866211
1527698643214465,0.293457,-0.38623,0.871094
1527698643234466,0.253418,-0.395508,0.865723
1527698643256467,0.231445,-0.408203,0.867188
1527698643274468,0.231445,-0.420898,0.879395
1527698643294470,0.244629,-0.42627,0.891602
1527698643316471,0.246094,-0.428711,0.897949
1527698643334472,0.248047,-0.403809,0.895508
1527698643354473,0.256836,-0.378906,0.89209
1527698643372474,0.264648,-0.359375,0.884277
1527698643394475,0.263184,-0.355469,0.875488
1527698643414476,0.265137,-0.379883,0.878418
1527698643432477,0.273926,-0.396973,0.879883
1527698643454479,0.267578,-0.413086,0.891602
1527698643474480,0.269531,-0.407715,0.879395
1527698643492481,0.263184,-0.399414,0.889648
1527698643514482,0.254883,-0.391602,0.879883
1527698643535483,0.251465,-0.391602,0.880859
1527698643552484,0.253418,-0.397461,0.883789
1527698643574486,0.247559,-0.397461,0.876953
1527698643595487,0.259277,-0.400879,0.872559
1527698643612488,0.265625,-0.401855,0.881836
1527698643633489,0.263672,-0.399902,0.883301
1527698643656490,0.263184,-0.398926,0.873535
1527698643671491,0.263184,-0.393555,0.874512
1527698643693492,0.265137,-0.395996,0.879395
1527698643714494,0.26123,-0.39502,0.879883
1527698643731494,0.262207,-0.396484,0.877441
1527698643753496,0.264648,-0.400879,0.878906
1527698643774497,0.263672,-0.395508,0.880859
1527698643791498,0.258789,-0.394531,0.882324
1527698643813499,0.254395,-0.396973,0.878418
1527698643836501,0.254395,-0.403809,0.882324
1527698643851501,0.256836,-0.404297,0.876953
1527698643873503,0.256836,-0.403809,0.876465
1527698643902504,0.257813,-0.396973,0.876953
1527698643911505,0.258789,-0.399902,0.875977
1527698643933506,0.259277,-0.399902,0.876953
1527698643956507,0.259766,-0.398926,0.877441
1527698643971508,0.257813,-0.403809,0.875977
1527698643993509,0.257324,-0.402344,0.875977
1527698644016511,0.255371,-0.405762,0.876465
1527698644030512,0.254883,-0.407227,0.871582
1527698644053513,0.256836,-0.408203,0.870117
1527698644076514,0.26416,-0.403809,0.869141
1527698644090515,0.260742,-0.405273,0.877441
1527698644113516,0.261719,-0.40918,0.876465
1527698644136518,0.261719,-0.40332,0.882813
1527698644150518,0.259766,-0.401855,0.875488
1527698644173520,0.259766,-0.402832,0.869141
1527698644196521,0.259766,-0.401855,0.881348
1527698644210522,0.258301,-0.402344,0.878906
1527698644233523,0.259277,-0.398438,0.876953
