timestamp,x,y,z
1527697362037858,0.775879,-0.192383,0.60498
1527697362053859,0.772461,-0.192871,0.606445
1527697362076860,0.770508,-0.196289,0.610352
1527697362098861,0.770996,-0.193359,0.60498
1527697362113862,0.769531,-0.193359,0.60498
1527697362136863,0.767578,-0.195313,0.602051
1527697362158865,0.770996,-0.193359,0.60498
1527697362213868,0.76709,-0.190918,0.610352
1527697362215868,0.771973,-0.194336,0.604492
1527697362221868,0.775391,-0.196289,0.611816
1527697362234869,0.770996,-0.192871,0.602539
1527697362259870,0.772461,-0.196777,0.606445
1527697362295872,0.769043,-0.196289,0.601074
1527697362316874,0.772461,-0.194336,0.600586
1527697362325874,0.771973,-0.197266,0.606934
1527697362338875,0.772461,-0.193848,0.594727
1527697362353876,0.771484,-0.195313,0.605957
1527697362376877,0.771484,-0.192871,0.605469
1527697362400878,0.772461,-0.194336,0.60498
1527697362415879,0.767578,-0.195801,0.603516
1527697362437881,0.77002,-0.194824,0.603027
1527697362460882,0.76709,-0.193359,0.602539
1527697362474883,0.770996,-0.190918,0.605469
1527697362497884,0.773926,-0.189453,0.59668
1527697362520885,0.774414,-0.194824,0.600098
1527697362534886,0.777832,-0.196289,0.603027
1527697362557887,0.77832,-0.191895,0.598145
1527697362580889,0.772461,-0.196777,0.598145
1527697362594890,0.772949,-0.190918,0.599609
1527697362617891,0.772461,-0.192383,0.599121
1527697362640892,0.77002,-0.194824,0.597656
1527697362654893,0.773438,-0.193848,0.597168
1527697362677894,0.772949,-0.193848,0.604492
1527697362700896,0.774414,-0.191406,0.596191
1527697362714896,0.776855,-0.188477,0.59375
1527697362737898,0.771484,-0.192383,0.597168
1527697362760899,0.774902,-0.192871,0.594238
1527697362781900,0.777832,-0.189453,0.601563
1527697362797901,0.771973,-0.191895,0.595215
1527697362820902,0.774414,-0.193848,0.59082
1527697362841904,0.779785,-0.192383,0.595215
1527697362857905,0.775879,-0.189941,0.596191
1527697362880906,0.776855,-0.191895,0.591309
1527697362901907,0.777344,-0.196289,0.591797
1527697362917908,0.77832,-0.197266,0.592773
