timestamp,x,y,z
1527697963508588,0.39502,-0.390137,0.841309
1527697963532589,0.385742,-0.386719,0.831543
1527697963547590,0.384766,-0.382324,0.831055
1527697963568591,0.391602,-0.379883,0.836426
1527697963592593,0.394043,-0.388672,0.836914
1527697963607594,0.397949,-0.393555,0.838379
1527697963628595,0.397949,-0.389648,0.836914
1527697963676598,0.394043,-0.388184,0.832031
1527697963677598,0.388672,-0.388184,0.834473
1527697963689598,0.396973,-0.385254,0.82959
1527697963713600,0.39502,-0.391113,0.835449
1527697963728601,0.397461,-0.395508,0.837891
1527697963757602,0.39502,-0.38916,0.829102
1527697963786604,0.391113,-0.398438,0.82666
1527697963787604,0.384277,-0.399902,0.828125
1527697963810605,0.383301,-0.393066,0.832031
1527697963831606,0.385742,-0.39209,0.834961
1527697963847607,0.382813,-0.388184,0.834961
1527697963870609,0.38623,-0.390137,0.836426
1527697963891610,0.389648,-0.393555,0.836426
1527697963907611,0.396484,-0.388184,0.82959
1527697963930612,0.394531,-0.388184,0.839355
1527697963951613,0.394531,-0.390137,0.834961
1527697963967614,0.38916,-0.390137,0.831543
1527697963990616,0.388184,-0.389648,0.830078
1527697964011617,0.387695,-0.388672,0.833008
1527697964027618,0.383301,-0.395996,0.830566
1527697964050619,0.386719,-0.393555,0.834961
1527697964071620,0.384277,-0.399414,0.831055
1527697964087621,0.383789,-0.394043,0.836914
1527697964110622,0.39209,-0.394043,0.831543
1527697964131624,0.393066,-0.388672,0.825684
1527697964147625,0.390625,-0.388672,0.83252
1527697964170626,0.396973,-0.383789,0.827637
1527697964191627,0.393066,-0.393555,0.819336
1527697964207628,0.386719,-0.399902,0.830566
1527697964230629,0.382324,-0.408691,0.837891
1527697964251630,0.378418,-0.403809,0.841797
1527697964267631,0.37793,-0.391113,0.846191
1527697964289633,0.381836,-0.387695,0.834473
1527697964311634,0.387207,-0.38623,0.82959
1527697964326635,0.397949,-0.38623,0.835449
1527697964349636,0.395508,-0.393066,0.833008
1527697964371637,0.394043,-0.391113,0.830566
1527697964386638,0.38916,-0.386719,0.828613
1527697964409640,0.386719,-0.390625,0.835938
1527697964431641,0.381836,-0.386719,0.829102
1527697964446642,0.387695,-0.390625,0.821777
1527697964469643,0.387207,-0.395508,0.826172
1527697964491644,0.387207,-0.400879,0.834961
1527697964506645,0.384277,-0.401855,0.82959
1527697964529646,0.390137,-0.398438,0.834961
1527697964551648,0.385254,-0.396973,0.830566
1527697964566648,0.385742,-0.394531,0.830566
1527697964589650,0.391602,-0.383301,0.832031
1527697964611651,0.39209,-0.384277,0.824707
1527697964626652,0.400879,-0.38916,0.82666
1527697964649653,0.399902,-0.39209,0.825684
1527697964671654,0.389648,-0.396484,0.831055
1527697964686655,0.381348,-0.398438,0.831543
1527697964709657,0.383301,-0.399902,0.831055
1527697964723657,0.375977,-0.395996,0.837402
1527697964746659,0.374023,-0.400391,0.837402
1527697964769660,0.384766,-0.403809,0.839844
1527697964784661,0.384766,-0.399414,0.840332
1527697964808662,0.390625,-0.394531,0.836914
1527697964829664,0.388672,-0.394043,0.833008
1527697964845664,0.388184,-0.406738,0.837891
1527697964868666,0.38623,-0.405273,0.837402
1527697964889667,0.395996,-0.399902,0.832031
1527697964904668,0.401855,-0.399902,0.84082
1527697964928669,0.399902,-0.396484,0.836914
1527697964949670,0.395996,-0.384766,0.825195
1527697964965671,0.389648,-0.391113,0.822754
1527697964988673,0.384277,-0.414063,0.822754
1527697965009674,0.395996,-0.426758,0.837402
1527697965025675,0.411133,-0.443359,0.838379
1527697965048676,0.417969,-0.446777,0.84082
1527697965069677,0.414063,-0.456543,0.843262
1527697965084678,0.435547,-0.467285,0.875488
1527697965108679,0.449219,-0.469727,0.869629
1527697965129681,0.392578,-0.455078,0.845703
1527697965151682,0.36084,-0.458984,0.849121
1527697965168683,0.363281,-0.493164,0.858887
1527697965189684,0.293457,-0.45752,0.808105
1527697965211685,0.26416,-0.485352,0.839844
1527697965228686,0.282227,-0.585938,0.924316
1527697965249688,0.285645,-0.675293,0.907227
1527697965271689,0.295898,-0.666504,0.929688
1527697965288690,0.26709,-0.609863,0.877441
1527697965309691,0.177246,-0.60791,0.886719
1527697965325692,0.115723,-0.603027,0.84375
1527697965355694,0.0874023,-0.643555,0.852539
1527697965369694,0.046875,-0.672363,0.719238
1527697965384695,-0.0224609,-0.631836,0.744629
1527697965408697,-0.0688477,-0.563965,0.713867
1527697965429698,-0.0625,-0.575684,0.709473
1527697965445699,-0.0507813,-0.654785,0.711914
1527697965468700,-0.0688477,-0.64502,0.675781
1527697965489701,-0.0869141,-0.537109,0.653809
1527697965534704,-0.158691,-0.498047,0.602051
1527697965535704,-0.244141,-0.608398,0.575195
1527697965551705,-0.220215,-0.677734,0.550781
1527697965572706,-0.183105,-0.646973,0.570801
1527697965589707,-0.206055,-0.585449,0.528809
1527697965639710,-0.23584,-0.581543,0.493164
1527697965640710,-0.135254,-0.609375,0.597168
1527697965656711,-0.285645,-0.629883,0.607422
1527697965684712,-0.20752,-0.639648,0.645508
1527697965700713,-0.265625,-0.681152,0.688477
1527697965715714,-0.272949,-0.715332,0.712891
1527697965736715,-0.27832,-0.716797,0.678711
1527697965753716,-0.380371,-0.73877,0.632324
1527697965768717,-0.140625,-0.692871,0.634766
1527697965813720,-0.293945,-0.798828,0.80957
1527697965814720,0.00390625,-0.677246,0.692383
1527697965835721,-0.3125,-0.773926,0.758301
1527697965850722,-0.386719,-0.762695,0.662598
1527697965866723,-0.166016,-0.671387,0.591309
