timestamp,x,y,z
1527646526844244,0.375488,-0.431641,0.8125
1527646526868245,0.378418,-0.427734,0.806641
1527646526883246,0.373047,-0.429199,0.801758
1527646526904247,0.376953,-0.425293,0.805664
1527646526928248,0.372559,-0.428711,0.811035
1527646526943249,0.376953,-0.433105,0.810547
1527646526964250,0.375488,-0.43457,0.809082
1527646527020254,0.370605,-0.428711,0.807129
1527646527022254,0.371582,-0.428711,0.812012
1527646527026254,0.37207,-0.432129,0.807129
1527646527049255,0.373047,-0.432129,0.799805
1527646527064256,0.374023,-0.431152,0.807129
1527646527084257,0.37207,-0.430664,0.812988
1527646527122259,0.375977,-0.429199,0.79834
1527646527132260,0.371582,-0.433105,0.802734
1527646527145261,0.383301,-0.437988,0.806152
1527646527167262,0.381348,-0.432617,0.808594
1527646527182263,0.37793,-0.426758,0.806641
1527646527206264,0.375488,-0.429199,0.805664
1527646527221265,0.378418,-0.429688,0.813477
1527646527244266,0.378906,-0.428223,0.811523
1527646527266268,0.376953,-0.425781,0.806641
1527646527287269,0.378906,-0.431641,0.805664
1527646527304270,0.381348,-0.427246,0.803711
1527646527326271,0.380371,-0.432617,0.810059
1527646527341272,0.382324,-0.435547,0.809082
1527646527364273,0.379395,-0.428223,0.808594
1527646527386275,0.378418,-0.430176,0.805176
1527646527401275,0.381836,-0.432129,0.811035
1527646527424277,0.381348,-0.430664,0.806152
1527646527446278,0.384277,-0.429199,0.800781
1527646527461279,0.37793,-0.430176,0.804688
1527646527484280,0.382324,-0.429688,0.802734
1527646527506281,0.380371,-0.432129,0.806152
1527646527521282,0.381836,-0.430664,0.802246
1527646527544284,0.382813,-0.429199,0.807617
1527646527566285,0.385254,-0.429199,0.811523
1527646527587286,0.380371,-0.428223,0.805176
1527646527604287,0.386719,-0.428711,0.804199
1527646527626288,0.381348,-0.42334,0.810059
1527646527647290,0.379883,-0.427734,0.800293
1527646527664290,0.384766,-0.431641,0.807617
1527646527686292,0.381836,-0.427734,0.801758
1527646527707293,0.383301,-0.428223,0.802734
1527646527724294,0.385742,-0.425781,0.807129
1527646527746295,0.381836,-0.427734,0.802734
1527646527767296,0.385254,-0.427246,0.802734
1527646527784297,0.380859,-0.42334,0.802246
1527646527806299,0.383789,-0.430176,0.809082
1527646527827300,0.383301,-0.427246,0.798828
1527646527844301,0.38623,-0.42627,0.806641
1527646527866302,0.383789,-0.425781,0.802246
1527646527887303,0.382324,-0.428711,0.803711
1527646527903304,0.383789,-0.428711,0.806152
1527646527926305,0.385742,-0.427246,0.806152
1527646527947307,0.384277,-0.424805,0.798828
1527646527964308,0.382813,-0.429199,0.802734
1527646527986309,0.383789,-0.425781,0.802734
1527646528007310,0.382324,-0.432617,0.804199
1527646528024311,0.383301,-0.435059,0.809082
1527646528046312,0.382813,-0.428223,0.804688
1527646528069314,0.383789,-0.42627,0.805176
1527646528084315,0.385254,-0.426758,0.811523
