timestamp,x,y,z
1527646445042565,0.589355,-0.335938,0.713867
1527646445066566,0.589355,-0.337891,0.717773
1527646445081567,0.580078,-0.336914,0.722168
1527646445102568,0.583008,-0.340332,0.723633
1527646445126570,0.584473,-0.338379,0.723145
1527646445147571,0.58252,-0.336914,0.720703
1527646445162572,0.585449,-0.333496,0.726074
1527646445202574,0.583008,-0.339355,0.729004
1527646445204574,0.57959,-0.335938,0.725098
1527646445216575,0.576172,-0.33252,0.728027
1527646445234576,0.580566,-0.33252,0.721191
1527646445254577,0.580078,-0.339355,0.727539
1527646445283579,0.580078,-0.335938,0.726563
1527646445327581,0.578125,-0.339355,0.717773
1527646445337582,0.578613,-0.336426,0.73291
1527646445338582,0.57373,-0.341309,0.722656
1527646445351582,0.57959,-0.338379,0.725586
1527646445372584,0.583008,-0.338867,0.720215
1527646445395585,0.581543,-0.348145,0.723145
1527646445413586,0.580566,-0.341797,0.719238
1527646445432587,0.574219,-0.347656,0.717285
1527646445455588,0.572754,-0.358887,0.727051
1527646445473589,0.566895,-0.355957,0.726074
1527646445492591,0.567871,-0.352051,0.721191
1527646445515592,0.57666,-0.348145,0.726563
1527646445533593,0.581055,-0.34668,0.729492
1527646445552594,0.577148,-0.347656,0.727051
1527646445575595,0.578125,-0.344727,0.729004
1527646445593596,0.575684,-0.345703,0.735352
1527646445612597,0.568848,-0.345215,0.733398
1527646445635599,0.566406,-0.350098,0.739746
1527646445653600,0.563477,-0.347656,0.737793
1527646445672601,0.558105,-0.349121,0.744141
1527646445695602,0.556152,-0.349609,0.743164
1527646445713603,0.561523,-0.347656,0.737305
1527646445735604,0.562012,-0.347656,0.734863
1527646445755606,0.564453,-0.344727,0.748535
1527646445772607,0.562012,-0.349121,0.741699
1527646445794608,0.562012,-0.353027,0.73877
1527646445815609,0.559082,-0.34668,0.740234
1527646445833610,0.560547,-0.348145,0.737793
1527646445854611,0.55957,-0.344238,0.733887
1527646445875612,0.554688,-0.345703,0.743652
1527646445892613,0.552734,-0.348633,0.740723
1527646445914615,0.555176,-0.343262,0.745605
1527646445935616,0.556152,-0.338867,0.742676
1527646445953617,0.553711,-0.337891,0.740723
1527646445975618,0.555176,-0.338379,0.743164
1527646445995619,0.562988,-0.331543,0.754395
1527646446013620,0.556152,-0.336914,0.750488
1527646446034622,0.560059,-0.336426,0.745605
1527646446055623,0.555176,-0.335449,0.75293
1527646446072624,0.549805,-0.333008,0.750977
1527646446094625,0.553711,-0.331055,0.751465
1527646446115626,0.553223,-0.329102,0.757813
1527646446133627,0.553223,-0.333496,0.754883
1527646446155628,0.555664,-0.333008,0.75
1527646446175630,0.558105,-0.331543,0.750977
1527646446193631,0.55957,-0.329102,0.750488
1527646446215632,0.558105,-0.328613,0.748047
1527646446235633,0.563477,-0.331543,0.753906
1527646446253634,0.558594,-0.331543,0.751953
1527646446275635,0.555176,-0.330078,0.745605
1527646446295636,0.553223,-0.330078,0.743652
1527646446318638,0.554199,-0.331055,0.740234
1527646446335639,0.558105,-0.330566,0.743652
1527646446357640,0.554688,-0.327637,0.744629
1527646446378641,0.55957,-0.324219,0.748047
1527646446394642,0.558594,-0.32373,0.745605
1527646446417643,0.557129,-0.32373,0.746582
1527646446438645,0.557129,-0.322266,0.749023
1527646446454646,0.561035,-0.321289,0.744629
1527646446477647,0.555176,-0.321777,0.741211
1527646446498648,0.55957,-0.322266,0.757813
1527646446514649,0.558594,-0.326172,0.759766
1527646446537650,0.567383,-0.315918,0.762207
1527646446558652,0.564453,-0.308594,0.762695
1527646446574652,0.572266,-0.325195,0.769043
1527646446597654,0.57959,-0.344727,0.782227
1527646446618655,0.57666,-0.317871,0.772461
1527646446634656,0.583984,-0.302734,0.759277
1527646446657657,0.558105,-0.322266,0.745605
1527646446679658,0.527344,-0.34375,0.736816
1527646446694659,0.521973,-0.348145,0.763184
1527646446717661,0.515625,-0.334473,0.743652
1527646446739662,0.518066,-0.33252,0.730469
1527646446760663,0.535156,-0.336426,0.75
1527646446777664,0.53418,-0.342773,0.763672
1527646446799665,0.520996,-0.353027,0.740723
1527646446813666,0.578613,-0.339844,0.737305
1527646446837667,0.60791,-0.319336,0.75293
1527646446859669,0.597168,-0.316895,0.769043
1527646446874670,0.586914,-0.296875,0.818848
1527646446897671,0.544922,-0.276855,0.885742
1527646446919672,0.477539,-0.291016,0.875977
1527646446940673,0.452148,-0.274902,0.909668
1527646446957674,0.452148,-0.289551,0.939453
1527646446979676,0.403809,-0.313965,0.966797
1527646447000677,0.395996,-0.350098,1.00098
1527646447017678,0.416992,-0.361816,1.01758
1527646447039679,0.396973,-0.333008,1.0542
1527646447060680,0.472168,-0.358887,1.07324
1527646447077681,0.498047,-0.371094,1.07617
1527646447099682,0.472168,-0.362793,1.05762
1527646447120684,0.434082,-0.38916,1.08936
1527646447137685,0.39502,-0.400391,1.11182
1527646447159686,0.350586,-0.475586,1.12402
1527646447180687,0.335938,-0.544922,1.06787
1527646447197688,0.344727,-0.499023,1.05518
1527646447219689,0.297363,-0.466797,0.994141
1527646447240691,0.168457,-0.45459,0.919434
1527646447256691,0.0708008,-0.495605,0.85498
1527646447279693,0.0405273,-0.489746,0.803711
1527646447300694,-0.0205078,-0.429688,0.744141
1527646447317695,-0.117676,-0.383301,0.664551
1527646447339696,-0.1875,-0.358398,0.607422
1527646447362697,-0.263672,-0.354492,0.550781
1527646447377698,-0.337891,-0.328125,0.534668
1527646447399700,-0.390625,-0.260742,0.500977
1527646447420701,-0.442383,-0.183594,0.461426
1527646447436702,-0.504883,-0.171387,0.442383
1527646447459703,-0.524902,-0.176758,0.461426
1527646447480704,-0.558105,-0.116699,0.450684
1527646447496705,-0.637695,-0.0634766,0.438965
1527646447519706,-0.723145,-0.0551758,0.441895
1527646447541708,-0.765137,-0.0825195,0.429688
1527646447556709,-0.818359,-0.0771484,0.41748
1527646447579710,-0.817871,-0.0566406,0.42334
1527646447600711,-0.904785,-0.0571289,0.336426
1527646447616712,-0.713867,-0.0185547,0.441406
1527646447639713,-1.19971,-0.202637,0.428711
1527646447662715,-0.873047,-0.175781,0.64209
1527646447676715,-0.524902,-0.23584,0.726563
1527646447699717,-0.747559,-0.459473,0.631836
1527646447722718,-0.630371,-0.496582,0.666992
1527646447743719,-0.634277,-0.472656,0.680664
1527646447759720,-0.71582,-0.347656,0.649414
1527646447782722,-0.790527,-0.212402,0.610352
1527646447804723,-0.848633,-0.149902,0.574219
1527646447819724,-0.851563,-0.171875,0.566895
1527646447841725,-0.79248,-0.230957,0.598633
1527646447863726,-0.743164,-0.270996,0.631348
1527646447879727,-0.719238,-0.26123,0.665527
1527646447901728,-0.708984,-0.243652,0.655762
1527646447916729,-0.683105,-0.261719,0.665039
1527646447939731,-0.672363,-0.283203,0.653809
1527646447962732,-0.693848,-0.279297,0.642578
1527646447976733,-0.72168,-0.256348,0.616699
1527646447999734,-0.738281,-0.243652,0.614746
1527646448022735,-0.727539,-0.25293,0.614258
1527646448036736,-0.717285,-0.257324,0.611816
1527646448059737,-0.72168,-0.252441,0.604004
1527646448082739,-0.724609,-0.250488,0.605469
1527646448096739,-0.71582,-0.258789,0.600586
1527646448119741,-0.699707,-0.258789,0.600586
1527646448142742,-0.69873,-0.253418,0.581055
1527646448163743,-0.69873,-0.262207,0.589355
1527646448179744,-0.701172,-0.262695,0.59375
1527646448202746,-0.68457,-0.262207,0.595215
1527646448223747,-0.679199,-0.26709,0.597168
1527646448239748,-0.671875,-0.266113,0.615234
1527646448262749,-0.680664,-0.256348,0.617676
1527646448283750,-0.666504,-0.256348,0.613281
1527646448299751,-0.652344,-0.250977,0.616211
1527646448322752,-0.633301,-0.25293,0.603027
1527646448343754,-0.612793,-0.248535,0.60791
1527646448358754,-0.605957,-0.253906,0.631348
1527646448381756,-0.602539,-0.283203,0.639648
1527646448403757,-0.610352,-0.283691,0.625977
1527646448418758,-0.597168,-0.275391,0.680176
1527646448442759,-0.583984,-0.301758,0.692871
1527646448463760,-0.570801,-0.288574,0.720215
1527646448478761,-0.581543,-0.266602,0.724609
1527646448501763,-0.586914,-0.287598,0.723145
1527646448523764,-0.585938,-0.301758,0.719238
1527646448545765,-0.561035,-0.36084,0.741211
1527646448562766,-0.50293,-0.387695,0.742188
1527646448584767,-0.484863,-0.385254,0.754395
1527646448598768,-0.486816,-0.391602,0.732422
1527646448621770,-0.458984,-0.421875,0.698242
1527646448644771,-0.384766,-0.455078,0.708984
1527646448658772,-0.279785,-0.412109,0.739746
1527646448681773,-0.212891,-0.352539,0.775391
1527646448704774,-0.189941,-0.334961,0.793945
1527646448725775,-0.13916,-0.367188,0.828613
1527646448742776,-0.0649414,-0.398438,0.916504
1527646448764778,-0.0209961,-0.370117,0.972656
1527646448785779,-0.0424805,-0.262207,0.99707
1527646448802780,-0.0415039,-0.247559,1.04736
